epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
104,9463.6,0.89295,0.99122,1.23146,0.63721,0.36944,0.3842,0.15499,1.71558,0.86368,1.21429,0.009176,0.009176,0.009176
105,9689.1,0.87967,1.00013,1.22998,0.63777,0.36872,0.38485,0.15522,1.71505,0.86334,1.21409,0.009168,0.009168,0.009168
106,10021.5,0.92572,1.00737,1.23085,0.63998,0.36807,0.3855,0.15542,1.71485,0.86285,1.21394,0.00916,0.00916,0.00916
107,10245.4,0.92089,1.00822,1.23499,0.64043,0.36689,0.38582,0.15543,1.71401,0.86257,1.21366,0.009152,0.009152,0.009152
108,10468.2,0.90347,0.99284,1.23252,0.63989,0.36897,0.38653,0.15569,1.71321,0.86199,1.21329,0.009144,0.009144,0.009144
109,10720.8,0.91055,1.0036,1.23473,0.64288,0.36815,0.38762,0.1562,1.71259,0.86143,1.21302,0.009136,0.009136,0.009136
110,10947.9,0.88441,1.00956,1.22769,0.51941,0.36986,0.38936,0.15667,1.71212,0.86129,1.21276,0.009128,0.009128,0.009128
111,11170.6,0.86347,1.0109,1.23381,0.51572,0.37197,0.38956,0.15676,1.71156,0.86078,1.21247,0.00912,0.00912,0.00912
112,11393.8,0.87779,1.00938,1.2264,0.51965,0.37034,0.38997,0.15716,1.71109,0.86032,1.21227,0.009112,0.009112,0.009112
113,11617.5,0.88276,0.98603,1.2282,0.519,0.37057,0.39044,0.15698,1.71063,0.85977,1.2121,0.009104,0.009104,0.009104
114,11856.7,0.88317,0.99385,1.23058,0.51514,0.37277,0.3908,0.15716,1.70994,0.8593,1.2119,0.009096,0.009096,0.009096
115,12080.7,0.91742,0.98076,1.22866,0.52014,0.37324,0.39161,0.15739,1.70949,0.85864,1.21166,0.009088,0.009088,0.009088
116,12303.7,0.8892,0.98709,1.22734,0.52078,0.37323,0.3922,0.1577,1.70887,0.85838,1.21135,0.00908,0.00908,0.00908
117,12527.4,0.89318,0.9976,1.22599,0.51831,0.37419,0.39184,0.15769,1.70848,0.8581,1.21107,0.009072,0.009072,0.009072
118,12750.9,0.86837,1.01622,1.2358,0.51648,0.37319,0.39249,0.15811,1.70764,0.85796,1.21071,0.009064,0.009064,0.009064
119,12974.8,0.8926,0.9841,1.22641,0.5177,0.37218,0.39284,0.15868,1.70719,0.85753,1.21058,0.009056,0.009056,0.009056
120,13197.8,0.88895,0.9982,1.22534,0.50806,0.37797,0.39379,0.15871,1.70676,0.85714,1.21038,0.009048,0.009048,0.009048
121,13420.8,0.86376,0.99245,1.2267,0.50672,0.37921,0.39427,0.15885,1.70618,0.85678,1.21009,0.00904,0.00904,0.00904
122,13659.7,0.89671,0.97183,1.22491,0.50467,0.38063,0.39554,0.15967,1.70568,0.85635,1.20974,0.009032,0.009032,0.009032
123,13883.1,0.89153,0.968,1.2223,0.50015,0.38206,0.39559,0.15995,1.705,0.85607,1.20943,0.009024,0.009024,0.009024
124,14105.9,0.87611,0.98876,1.22762,0.50106,0.38283,0.39621,0.15999,1.70445,0.85577,1.20906,0.009016,0.009016,0.009016
125,14328.3,0.88229,0.98035,1.23407,0.51041,0.38053,0.39615,0.1604,1.70377,0.85561,1.20879,0.009008,0.009008,0.009008
