epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
63,5282.5,1.95685,0.80561,1.18141,0.53604,0.45093,0.45698,0.26859,2.62773,0.73889,1.15808,0.009504,0.009504,0.009504
64,5633.45,1.92352,0.80877,1.18133,0.52295,0.46159,0.46105,0.27104,2.62446,0.73784,1.15752,0.009496,0.009496,0.009496
65,5985.36,1.91194,0.81179,1.17936,0.52555,0.4589,0.4611,0.27158,2.61858,0.7363,1.15689,0.009488,0.009488,0.009488
66,6336.87,1.90979,0.80521,1.17843,0.52199,0.4657,0.46312,0.27225,2.61561,0.73521,1.15646,0.00948,0.00948,0.00948
67,6688.52,1.90552,0.79563,1.17193,0.53198,0.45364,0.46053,0.2719,2.61396,0.73573,1.15593,0.009472,0.009472,0.009472
68,7039.18,1.88463,0.7967,1.17388,0.54973,0.4521,0.46279,0.27342,2.60941,0.73236,1.15491,0.009464,0.009464,0.009464
69,7389.54,1.88206,0.79917,1.17462,0.54979,0.45611,0.46496,0.27467,2.5977,0.72896,1.15324,0.009456,0.009456,0.009456
70,7740.28,1.8799,0.79266,1.17034,0.54633,0.45924,0.46661,0.27621,2.59677,0.73008,1.15359,0.009448,0.009448,0.009448
71,8091.12,1.87884,0.78861,1.17149,0.54132,0.45985,0.46779,0.27588,2.58808,0.7276,1.15284,0.00944,0.00944,0.00944
72,8442.16,1.89402,0.79212,1.17224,0.54398,0.46423,0.46914,0.27627,2.58197,0.725,1.15036,0.009432,0.009432,0.009432
73,8792.52,1.87792,0.78685,1.16699,0.56673,0.45213,0.47196,0.27801,2.57,0.72174,1.15014,0.009424,0.009424,0.009424
74,9142.33,1.85823,0.78544,1.16948,0.54935,0.46489,0.47297,0.27951,2.56469,0.72086,1.14916,0.009416,0.009416,0.009416
75,9497.39,1.86058,0.77884,1.16311,0.56101,0.45836,0.47475,0.27944,2.56711,0.7197,1.14906,0.009408,0.009408,0.009408
76,9847.41,1.86591,0.78071,1.16473,0.56104,0.46147,0.47441,0.27948,2.5564,0.71705,1.14745,0.0094,0.0094,0.0094
77,10197.3,1.84227,0.77619,1.16205,0.55548,0.46216,0.47464,0.28,2.5536,0.71704,1.147,0.009392,0.009392,0.009392
78,10548,1.84879,0.7734,1.16044,0.5652,0.46229,0.47543,0.28068,2.55394,0.71452,1.14593,0.009384,0.009384,0.009384
79,10897.4,1.83354,0.77033,1.16263,0.5661,0.4625,0.47604,0.28153,2.55438,0.71379,1.14572,0.009376,0.009376,0.009376
80,11247.1,1.8484,0.77446,1.16007,0.57362,0.45592,0.47519,0.28107,2.55129,0.71516,1.1455,0.009368,0.009368,0.009368
81,11596.6,1.85854,0.7697,1.16156,0.56549,0.46563,0.47696,0.28102,2.54655,0.71359,1.14457,0.00936,0.00936,0.00936
