epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
135,20801.9,0.02247,1.24956,1.06185,0.5841,0.23841,0.2121,0.07459,0.01984,1.11252,1.04609,0.008928,0.008928,0.008928
136,20964.9,0.02247,1.24066,1.06673,0.58526,0.23813,0.21253,0.07484,0.01983,1.11218,1.04589,0.00892,0.00892,0.00892
137,21116.4,0.02256,1.24773,1.06796,0.58665,0.23824,0.21207,0.07483,0.01982,1.11182,1.04573,0.008912,0.008912,0.008912
138,21271,0.02236,1.22727,1.0644,0.58783,0.2376,0.21282,0.07517,0.01982,1.11138,1.04561,0.008904,0.008904,0.008904
139,21423.3,0.02231,1.23097,1.06123,0.59025,0.23784,0.21397,0.07539,0.01982,1.11079,1.04556,0.008896,0.008896,0.008896
140,21575.3,0.02234,1.23869,1.06181,0.59157,0.23811,0.21427,0.07544,0.01982,1.11036,1.04552,0.008888,0.008888,0.008888
141,21727.5,0.02249,1.21575,1.06115,0.5903,0.23802,0.21421,0.07555,0.01982,1.10989,1.04551,0.00888,0.00888,0.00888
142,21875.8,0.02247,1.25549,1.06058,0.5892,0.23881,0.21428,0.07561,0.01982,1.10956,1.04548,0.008872,0.008872,0.008872
143,22028.1,0.02248,1.245,1.06015,0.5874,0.2393,0.21424,0.07563,0.01982,1.10919,1.04538,0.008864,0.008864,0.008864
144,22178.1,0.02248,1.26267,1.06289,0.58662,0.24165,0.21493,0.0756,0.01982,1.10875,1.04532,0.008856,0.008856,0.008856
145,22329.7,0.02242,1.25524,1.06495,0.58723,0.24149,0.21519,0.07555,0.01982,1.10819,1.04522,0.008848,0.008848,0.008848
146,22480.3,0.02237,1.22524,1.06461,0.58472,0.241,0.21555,0.07574,0.01981,1.10764,1.04516,0.00884,0.00884,0.00884
147,22628.9,0.02244,1.23196,1.06392,0.58591,0.24413,0.21649,0.07597,0.01981,1.1072,1.04518,0.008832,0.008832,0.008832
